c1,c2,c1_wins,c2_wins,total_games
Wario,Wii_Fit_Trainer,0,0,0
Wario,Wolf,12,8,20
Wario,Yoshi,0,0,0
Wario,Young_Link,4,0,4
Wario,Zelda,3,0,3
Wario,Zero_Suit_Samus,14,19,33
Wii_Fit_Trainer,Wolf,1,3,4
Wii_Fit_Trainer,Yoshi,0,0,0
Wii_Fit_Trainer,Young_Link,0,0,0
Wii_Fit_Trainer,Zelda,3,1,4
Wii_Fit_Trainer,Zero_Suit_Samus,0,2,2
Wolf,Yoshi,4,3,7
Wolf,Young_Link,4,7,11
Wolf,Zelda,0,0,0
Wolf,Zero_Suit_Samus,7,14,21
Yoshi,Young_Link,0,0,0
Yoshi,Zelda,0,0,0
Yoshi,Zero_Suit_Samus,5,5,10
Young_Link,Zelda,0,0,0
Young_Link,Zero_Suit_Samus,0,3,3
Zelda,Zero_Suit_Samus,0,0,0
